68.4412	7.815
5.81499	7.815
4.19972	7.815
1.66873	7.815
0.223681	7.815
2.68006	7.815
2.36898	7.815
1.2682	7.815
1.33637	7.815
1.63634	7.815
3.79625	7.815
0.222973	7.815
2.03005	7.815
5.41513	7.815
2.23794	7.815
6.1277	7.815
6.81809	7.815
4.18515	7.815
4.71239	7.815
2.68115	7.815
2.57928	7.815
0.628869	7.815
1.46523	7.815
0.609714	7.815
2.49404	7.815
11.1004	7.815
0.133745	7.815
1.22322	7.815
3.39243	7.815
2.76848	7.815
1.00924	7.815
1.40377	7.815
0.689432	7.815
3.06062	7.815
1.37834	7.815
2.60402	7.815
0.51625	7.815
0.980556	7.815
0.294024	7.815
0.779844	7.815
3.47129	7.815
0.272964	7.815
2.10757	7.815
0.408509	7.815
0.850771	7.815
2.0881	7.815
7.51855	7.815
2.86608	7.815
4.89693	7.815
10.2848	7.815
3.83938	7.815
3.20205	7.815
2.02944	7.815
1.32647	7.815
0.801421	7.815
1.37284	7.815
3.35138	7.815
7.71882	7.815
1.17658	7.815
1.78797	7.815
0.20299	7.815
6.83894	7.815
5.84072	7.815
2.30511	7.815
2.07165	7.815
6.59914	7.815
1.74049	7.815
3.09573	7.815
3.26616	7.815
10.1239	7.815
3.31543	7.815
5.52255	7.815
2.12238	7.815
1.17545	7.815
0.32153	7.815
2.34532	7.815
1.83335	7.815
2.51986	7.815
0.979049	7.815
1.09008	7.815
4.18307	7.815
5.36049	7.815
1.00627	7.815
1.8239	7.815
1.38943	7.815
4.20176	7.815
0.0487622	7.815
3.30064	7.815
0.307254	7.815
0.642773	7.815
3.0439	7.815
1.55088	7.815
1.83701	7.815
4.58664	7.815
1.66852	7.815
1.05374	7.815
7.0977	7.815
3.64454	7.815
2.00732	7.815
2.39105	7.815
2.36318	7.815
4.59633	7.815
0.591334	7.815
2.0776	7.815
1.04848	7.815
2.49161	7.815
1.82888	7.815
1.84115	7.815
0.436037	7.815
1.50842	7.815
2.68868	7.815
3.35036	7.815
2.77573	7.815
2.09464	7.815
1.37641	7.815
0.986579	7.815
0.659816	7.815
2.44905	7.815
2.04885	7.815
2.73416	7.815
5.38497	7.815
5.42033	7.815
1.6581	7.815
2.94963	7.815
4.36517	7.815
2.39603	7.815
0.181529	7.815
2.21121	7.815
1.35452	7.815
4.12436	7.815
0.89437	7.815
0.170179	7.815
4.19938	7.815
0.390009	7.815
1.14957	7.815
5.47574	7.815
5.78201	7.815
3.37745	7.815
5.66942	7.815
2.7323	7.815
2.93397	7.815
3.74147	7.815
1.21865	7.815
0.361312	7.815
4.31044	7.815
0.538456	7.815
0.382569	7.815
1.93633	7.815
2.905	7.815
0.287853	7.815
4.97868	7.815
1.35121	7.815
7.11047	7.815
0.749446	7.815
1.75948	7.815
1.43779	7.815
1.6888	7.815
0.933478	7.815
2.89998	7.815
1.48167	7.815
2.74117	7.815
3.35476	7.815
2.70389	7.815
0.433633	7.815
4.4511	7.815
1.85448	7.815
1.99579	7.815
4.78545	7.815
7.87565	7.815
1.66734	7.815
0.536806	7.815
1.81468	7.815
3.84248	7.815
1.16597	7.815
4.98152	7.815
1.69099	7.815
2.58698	7.815
1.98759	7.815
5.68572	7.815
2.34882	7.815
0.734573	7.815
3.55063	7.815
1.56419	7.815
0.825602	7.815
1.99799	7.815
3.51698	7.815
0.311941	7.815
1.86133	7.815
1.28963	7.815
6.30553	7.815
0.206782	7.815
11.1064	7.815
3.54382	7.815
0.528577	7.815
1.42132	7.815
1.09864	7.815
2.1128	7.815
1.56387	7.815
5.07091	7.815
2.31583	7.815
2.75741	7.815
1.88321	7.815
6.83777	7.815
8.78455	7.815
0.227879	7.815
0.777902	7.815
2.78584	7.815
2.14581	7.815
1.12221	7.815
0.558486	7.815
8.91935	7.815
2.30697	7.815
0.843224	7.815
3.17756	7.815
4.35007	7.815
1.49434	7.815
5.46808	7.815
1.50492	7.815
2.1366	7.815
5.83971	7.815
1.63546	7.815
5.51252	7.815
4.87256	7.815
1.72218	7.815
0.958936	7.815
4.90082	7.815
1.61192	7.815
5.02759	7.815
3.17505	7.815
0.38475	7.815
0.0241556	7.815
0.417065	7.815
0.219787	7.815
7.67915	7.815
6.30781	7.815
0.558814	7.815
1.77887	7.815
0.293807	7.815
1.43783	7.815
0.52507	7.815
2.82469	7.815
8.19343	7.815
0.399594	7.815
6.15456	7.815
3.71297	7.815
2.39384	7.815
6.12314	7.815
1.52928	7.815
2.09447	7.815
